uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,2
CE,PNEUMONIA,DOMICILIO,"60 - 69",M,1
CE,PNEUMONIA,HOSPITAL,"60 - 69",F,8
CE,PNEUMONIA,HOSPITAL,"60 - 69",M,8
CE,PNEUMONIA,IGNORADO,"60 - 69",F,1
CE,PNEUMONIA,IGNORADO,"60 - 69",M,2
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
CE,SEPTICEMIA,HOSPITAL,"60 - 69",F,7
CE,SEPTICEMIA,HOSPITAL,"60 - 69",M,7
CE,SEPTICEMIA,IGNORADO,"60 - 69",M,1
CE,SRAG,HOSPITAL,"60 - 69",F,1
CE,SRAG,HOSPITAL,"60 - 69",M,1
DF,OUTRAS,DOMICILIO,"60 - 69",F,7
DF,OUTRAS,DOMICILIO,"60 - 69",M,3
DF,OUTRAS,HOSPITAL,"60 - 69",F,15
DF,OUTRAS,HOSPITAL,"60 - 69",M,15
DF,OUTRAS,IGNORADO,"60 - 69",F,1
DF,OUTRAS,OUTRO,"60 - 69",F,1
DF,COVID,DOMICILIO,"60 - 69",M,1
DF,COVID,HOSPITAL,"60 - 69",F,17
DF,COVID,HOSPITAL,"60 - 69",M,9
DF,COVID,OUTRO,"60 - 69",M,1
DF,INDETERMINADA,HOSPITAL,"60 - 69",M,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,2
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,3
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
DF,PNEUMONIA,HOSPITAL,"60 - 69",F,3
DF,PNEUMONIA,HOSPITAL,"60 - 69",M,4
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
DF,SEPTICEMIA,HOSPITAL,"60 - 69",F,6
DF,SEPTICEMIA,HOSPITAL,"60 - 69",M,3
DF,SEPTICEMIA,OUTRO,"60 - 69",F,1
DF,SRAG,HOSPITAL,"60 - 69",M,1
ES,OUTRAS,DOMICILIO,"60 - 69",F,4
ES,OUTRAS,DOMICILIO,"60 - 69",M,13
ES,OUTRAS,HOSPITAL,"60 - 69",F,11
ES,OUTRAS,HOSPITAL,"60 - 69",M,35
ES,OUTRAS,OUTRO,"60 - 69",M,1
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
ES,OUTRAS,VIA_PUBLICA,"60 - 69",M,2
ES,COVID,HOSPITAL,"60 - 69",F,14
ES,COVID,HOSPITAL,"60 - 69",M,32
ES,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,2
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,3
ES,PNEUMONIA,HOSPITAL,"60 - 69",F,5
ES,PNEUMONIA,HOSPITAL,"60 - 69",M,4
ES,SEPTICEMIA,HOSPITAL,"60 - 69",F,4
ES,SEPTICEMIA,HOSPITAL,"60 - 69",M,8
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
ES,SRAG,HOSPITAL,"60 - 69",F,1
ES,SRAG,HOSPITAL,"60 - 69",M,1
GO,OUTRAS,DOMICILIO,"60 - 69",F,4
GO,OUTRAS,DOMICILIO,"60 - 69",M,9
GO,OUTRAS,HOSPITAL,"60 - 69",F,12
GO,OUTRAS,HOSPITAL,"60 - 69",M,23
GO,OUTRAS,IGNORADO,"60 - 69",M,1
GO,OUTRAS,OUTRO,"60 - 69",F,2
GO,OUTRAS,OUTRO,"60 - 69",M,1
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
GO,COVID,HOSPITAL,"60 - 69",F,6
GO,COVID,HOSPITAL,"60 - 69",M,19
GO,INDETERMINADA,HOSPITAL,"60 - 69",F,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,2
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,6
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,5
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
GO,PNEUMONIA,HOSPITAL,"60 - 69",F,5
GO,PNEUMONIA,HOSPITAL,"60 - 69",M,9
GO,PNEUMONIA,IGNORADO,"60 - 69",M,1
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
GO,SEPTICEMIA,HOSPITAL,"60 - 69",F,8
GO,SEPTICEMIA,HOSPITAL,"60 - 69",M,11
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
GO,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MA,OUTRAS,DOMICILIO,"60 - 69",F,1
MA,OUTRAS,DOMICILIO,"60 - 69",M,2
MA,OUTRAS,HOSPITAL,"60 - 69",F,6
MA,OUTRAS,HOSPITAL,"60 - 69",M,11
MA,COVID,HOSPITAL,"60 - 69",F,2
MA,COVID,HOSPITAL,"60 - 69",M,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,1
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1
MA,PNEUMONIA,HOSPITAL,"60 - 69",F,2
MA,PNEUMONIA,HOSPITAL,"60 - 69",M,3
MA,SEPTICEMIA,HOSPITAL,"60 - 69",F,1
MA,SEPTICEMIA,HOSPITAL,"60 - 69",M,3
MG,OUTRAS,DOMICILIO,"60 - 69",F,28
MG,OUTRAS,DOMICILIO,"60 - 69",M,45
MG,OUTRAS,HOSPITAL,"60 - 69",F,30
MG,OUTRAS,HOSPITAL,"60 - 69",M,60
MG,OUTRAS,IGNORADO,"60 - 69",F,3
MG,OUTRAS,IGNORADO,"60 - 69",M,3
MG,OUTRAS,OUTRO,"60 - 69",F,2
MG,OUTRAS,OUTRO,"60 - 69",M,4
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,14
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,15
MG,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
MG,OUTRAS,VIA_PUBLICA,"60 - 69",M,2
MG,COVID,DOMICILIO,"60 - 69",M,1
MG,COVID,HOSPITAL,"60 - 69",F,42
MG,COVID,HOSPITAL,"60 - 69",M,61
MG,COVID,IGNORADO,"60 - 69",F,2
MG,COVID,IGNORADO,"60 - 69",M,1
MG,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MG,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MG,INDETERMINADA,DOMICILIO,"60 - 69",F,1
MG,INDETERMINADA,DOMICILIO,"60 - 69",M,2
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,4
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,7
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,18
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MG,PNEUMONIA,DOMICILIO,"60 - 69",F,1
MG,PNEUMONIA,DOMICILIO,"60 - 69",M,1
MG,PNEUMONIA,HOSPITAL,"60 - 69",F,10
MG,PNEUMONIA,HOSPITAL,"60 - 69",M,25
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MG,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
MG,SEPTICEMIA,DOMICILIO,"60 - 69",M,3
MG,SEPTICEMIA,HOSPITAL,"60 - 69",F,18
MG,SEPTICEMIA,HOSPITAL,"60 - 69",M,22
MG,SEPTICEMIA,IGNORADO,"60 - 69",M,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
MG,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
MG,SRAG,HOSPITAL,"60 - 69",F,2
MG,SRAG,HOSPITAL,"60 - 69",M,2
MS,OUTRAS,DOMICILIO,"60 - 69",F,5
MS,OUTRAS,DOMICILIO,"60 - 69",M,6
MS,OUTRAS,HOSPITAL,"60 - 69",F,7
MS,OUTRAS,HOSPITAL,"60 - 69",M,15
MS,COVID,HOSPITAL,"60 - 69",F,22
MS,COVID,HOSPITAL,"60 - 69",M,22
MS,COVID,OUTRO,"60 - 69",F,1
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,5
MS,PNEUMONIA,HOSPITAL,"60 - 69",F,4
MS,PNEUMONIA,HOSPITAL,"60 - 69",M,8
MS,SEPTICEMIA,HOSPITAL,"60 - 69",F,4
MS,SEPTICEMIA,HOSPITAL,"60 - 69",M,7
MT,OUTRAS,DOMICILIO,"60 - 69",M,1
MT,OUTRAS,HOSPITAL,"60 - 69",F,2
MT,OUTRAS,HOSPITAL,"60 - 69",M,7
MT,OUTRAS,IGNORADO,"60 - 69",F,2
MT,OUTRAS,IGNORADO,"60 - 69",M,7
MT,OUTRAS,OUTRO,"60 - 69",F,1
MT,OUTRAS,OUTRO,"60 - 69",M,1
MT,COVID,HOSPITAL,"60 - 69",M,2
MT,COVID,IGNORADO,"60 - 69",M,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,1
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
MT,PNEUMONIA,IGNORADO,"60 - 69",M,2
MT,SEPTICEMIA,IGNORADO,"60 - 69",M,1
PA,OUTRAS,DOMICILIO,"60 - 69",F,1
PA,OUTRAS,DOMICILIO,"60 - 69",M,7
PA,OUTRAS,HOSPITAL,"60 - 69",F,5
PA,OUTRAS,HOSPITAL,"60 - 69",M,11
PA,OUTRAS,OUTRO,"60 - 69",F,1
PA,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
PA,COVID,HOSPITAL,"60 - 69",F,4
PA,COVID,HOSPITAL,"60 - 69",M,6
PA,INDETERMINADA,DOMICILIO,"60 - 69",F,1
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1
PA,PNEUMONIA,HOSPITAL,"60 - 69",F,2
PA,PNEUMONIA,HOSPITAL,"60 - 69",M,2
PA,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
PA,SEPTICEMIA,HOSPITAL,"60 - 69",F,1
PA,SEPTICEMIA,HOSPITAL,"60 - 69",M,2
PB,OUTRAS,DOMICILIO,"60 - 69",F,8
PB,OUTRAS,DOMICILIO,"60 - 69",M,14
PB,OUTRAS,HOSPITAL,"60 - 69",F,14
PB,OUTRAS,HOSPITAL,"60 - 69",M,11
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PB,COVID,DOMICILIO,"60 - 69",M,1
PB,COVID,HOSPITAL,"60 - 69",F,8
PB,COVID,HOSPITAL,"60 - 69",M,9
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,4
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PB,PNEUMONIA,HOSPITAL,"60 - 69",F,3
PB,PNEUMONIA,HOSPITAL,"60 - 69",M,1
PB,SEPTICEMIA,HOSPITAL,"60 - 69",F,2
PB,SEPTICEMIA,HOSPITAL,"60 - 69",M,3
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PE,OUTRAS,DOMICILIO,"60 - 69",F,17
PE,OUTRAS,DOMICILIO,"60 - 69",M,24
PE,OUTRAS,HOSPITAL,"60 - 69",F,27
PE,OUTRAS,HOSPITAL,"60 - 69",M,38
PE,OUTRAS,IGNORADO,"60 - 69",M,1
PE,OUTRAS,OUTRO,"60 - 69",M,2
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
PE,OUTRAS,VIA_PUBLICA,"60 - 69",M,4
PE,COVID,HOSPITAL,"60 - 69",F,16
PE,COVID,HOSPITAL,"60 - 69",M,30
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,8
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,6
PE,PNEUMONIA,HOSPITAL,"60 - 69",F,5
PE,PNEUMONIA,HOSPITAL,"60 - 69",M,7
PE,SEPTICEMIA,HOSPITAL,"60 - 69",F,20
PE,SEPTICEMIA,HOSPITAL,"60 - 69",M,24
PE,SRAG,HOSPITAL,"60 - 69",F,7
PE,SRAG,HOSPITAL,"60 - 69",M,8
PI,OUTRAS,DOMICILIO,"60 - 69",M,1
PI,OUTRAS,HOSPITAL,"60 - 69",M,1
PI,COVID,HOSPITAL,"60 - 69",M,2
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
PR,OUTRAS,DOMICILIO,"60 - 69",F,20
PR,OUTRAS,DOMICILIO,"60 - 69",M,35
PR,OUTRAS,HOSPITAL,"60 - 69",F,46
PR,OUTRAS,HOSPITAL,"60 - 69",M,53
PR,OUTRAS,OUTRO,"60 - 69",F,2
PR,OUTRAS,OUTRO,"60 - 69",M,6
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PR,OUTRAS,VIA_PUBLICA,"60 - 69",M,2
PR,COVID,DOMICILIO,"60 - 69",F,1
PR,COVID,DOMICILIO,"60 - 69",M,4
PR,COVID,HOSPITAL,"60 - 69",F,49
PR,COVID,HOSPITAL,"60 - 69",M,58
PR,COVID,OUTRO,"60 - 69",F,1
PR,COVID,OUTRO,"60 - 69",M,1
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PR,INDETERMINADA,DOMICILIO,"60 - 69",F,3
PR,INDETERMINADA,DOMICILIO,"60 - 69",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,3
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,10
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,9
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PR,PNEUMONIA,HOSPITAL,"60 - 69",F,18
PR,PNEUMONIA,HOSPITAL,"60 - 69",M,24
PR,SEPTICEMIA,HOSPITAL,"60 - 69",F,13
PR,SEPTICEMIA,HOSPITAL,"60 - 69",M,16
PR,SRAG,HOSPITAL,"60 - 69",F,1
PR,SRAG,HOSPITAL,"60 - 69",M,2
RJ,OUTRAS,DOMICILIO,"60 - 69",F,48
RJ,OUTRAS,DOMICILIO,"60 - 69",M,59
RJ,OUTRAS,HOSPITAL,"60 - 69",F,110
RJ,OUTRAS,HOSPITAL,"60 - 69",M,119
RJ,OUTRAS,IGNORADO,"60 - 69",M,1
RJ,OUTRAS,OUTRO,"60 - 69",F,2
RJ,OUTRAS,OUTRO,"60 - 69",M,7
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,29
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,40
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
RJ,COVID,DOMICILIO,"60 - 69",F,4
RJ,COVID,DOMICILIO,"60 - 69",M,3
RJ,COVID,HOSPITAL,"60 - 69",F,120
RJ,COVID,HOSPITAL,"60 - 69",M,169
RJ,COVID,IGNORADO,"60 - 69",M,1
RJ,COVID,OUTRO,"60 - 69",F,2
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
RJ,INDETERMINADA,DOMICILIO,"60 - 69",M,3
RJ,INDETERMINADA,HOSPITAL,"60 - 69",F,1
RJ,INDETERMINADA,HOSPITAL,"60 - 69",M,4
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,3
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,5
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,29
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,25
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,7
RJ,PNEUMONIA,DOMICILIO,"60 - 69",F,1
RJ,PNEUMONIA,DOMICILIO,"60 - 69",M,3
RJ,PNEUMONIA,HOSPITAL,"60 - 69",F,38
RJ,PNEUMONIA,HOSPITAL,"60 - 69",M,43
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
RJ,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
RJ,SEPTICEMIA,HOSPITAL,"60 - 69",F,34
RJ,SEPTICEMIA,HOSPITAL,"60 - 69",M,46
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
RJ,SRAG,HOSPITAL,"60 - 69",F,6
RJ,SRAG,HOSPITAL,"60 - 69",M,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RN,OUTRAS,DOMICILIO,"60 - 69",F,1
RN,OUTRAS,HOSPITAL,"60 - 69",F,5
RN,OUTRAS,HOSPITAL,"60 - 69",M,7
RN,OUTRAS,OUTRO,"60 - 69",M,1
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RN,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
RN,COVID,HOSPITAL,"60 - 69",F,2
RN,COVID,HOSPITAL,"60 - 69",M,6
RN,PNEUMONIA,HOSPITAL,"60 - 69",F,1
RN,PNEUMONIA,HOSPITAL,"60 - 69",M,2
RN,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
RN,SEPTICEMIA,HOSPITAL,"60 - 69",F,1
RN,SEPTICEMIA,HOSPITAL,"60 - 69",M,6
RO,OUTRAS,DOMICILIO,"60 - 69",F,1
RO,OUTRAS,DOMICILIO,"60 - 69",M,4
RO,OUTRAS,HOSPITAL,"60 - 69",F,8
RO,OUTRAS,HOSPITAL,"60 - 69",M,7
RO,COVID,DOMICILIO,"60 - 69",M,1
RO,COVID,HOSPITAL,"60 - 69",F,11
RO,COVID,HOSPITAL,"60 - 69",M,11
RO,COVID,VIA_PUBLICA,"60 - 69",F,1
RO,INDETERMINADA,DOMICILIO,"60 - 69",M,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,2
RO,PNEUMONIA,HOSPITAL,"60 - 69",F,1
RO,PNEUMONIA,HOSPITAL,"60 - 69",M,2
RO,SEPTICEMIA,HOSPITAL,"60 - 69",F,2
RO,SEPTICEMIA,HOSPITAL,"60 - 69",M,1
RR,OUTRAS,HOSPITAL,"60 - 69",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1
RR,PNEUMONIA,HOSPITAL,"60 - 69",M,1
RR,SEPTICEMIA,HOSPITAL,"60 - 69",M,1
RS,OUTRAS,DOMICILIO,"60 - 69",F,21
RS,OUTRAS,DOMICILIO,"60 - 69",M,33
RS,OUTRAS,HOSPITAL,"60 - 69",F,63
RS,OUTRAS,HOSPITAL,"60 - 69",I,1
RS,OUTRAS,HOSPITAL,"60 - 69",M,84
RS,OUTRAS,IGNORADO,"60 - 69",F,1
RS,OUTRAS,IGNORADO,"60 - 69",M,1
RS,OUTRAS,OUTRO,"60 - 69",F,3
RS,OUTRAS,OUTRO,"60 - 69",M,4
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
RS,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
RS,COVID,DOMICILIO,"60 - 69",F,1
RS,COVID,HOSPITAL,"60 - 69",F,53
RS,COVID,HOSPITAL,"60 - 69",M,68
RS,COVID,IGNORADO,"60 - 69",F,1
RS,COVID,IGNORADO,"60 - 69",M,3
RS,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
RS,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
RS,INDETERMINADA,DOMICILIO,"60 - 69",F,2
RS,INDETERMINADA,DOMICILIO,"60 - 69",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,12
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,16
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
RS,PNEUMONIA,DOMICILIO,"60 - 69",M,1
RS,PNEUMONIA,HOSPITAL,"60 - 69",F,15
RS,PNEUMONIA,HOSPITAL,"60 - 69",M,30
RS,PNEUMONIA,IGNORADO,"60 - 69",M,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RS,SEPTICEMIA,HOSPITAL,"60 - 69",F,23
RS,SEPTICEMIA,HOSPITAL,"60 - 69",M,26
RS,SEPTICEMIA,IGNORADO,"60 - 69",M,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SC,OUTRAS,DOMICILIO,"60 - 69",F,9
SC,OUTRAS,DOMICILIO,"60 - 69",M,21
SC,OUTRAS,HOSPITAL,"60 - 69",F,25
SC,OUTRAS,HOSPITAL,"60 - 69",M,40
SC,OUTRAS,OUTRO,"60 - 69",M,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
SC,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
SC,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
SC,COVID,HOSPITAL,"60 - 69",F,27
SC,COVID,HOSPITAL,"60 - 69",M,50
SC,COVID,VIA_PUBLICA,"60 - 69",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,2
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,6
SC,PNEUMONIA,DOMICILIO,"60 - 69",M,1
SC,PNEUMONIA,HOSPITAL,"60 - 69",F,11
SC,PNEUMONIA,HOSPITAL,"60 - 69",M,9
SC,SEPTICEMIA,HOSPITAL,"60 - 69",F,6
SC,SEPTICEMIA,HOSPITAL,"60 - 69",M,9
SC,SRAG,HOSPITAL,"60 - 69",M,1
SE,OUTRAS,DOMICILIO,"60 - 69",F,1
SE,OUTRAS,DOMICILIO,"60 - 69",M,3
SE,OUTRAS,HOSPITAL,"60 - 69",F,2
SE,OUTRAS,HOSPITAL,"60 - 69",M,8
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
SE,COVID,HOSPITAL,"60 - 69",M,7
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,3
SE,PNEUMONIA,HOSPITAL,"60 - 69",F,1
SE,SEPTICEMIA,HOSPITAL,"60 - 69",F,2
SE,SEPTICEMIA,HOSPITAL,"60 - 69",M,1
SE,SRAG,HOSPITAL,"60 - 69",M,1
SP,OUTRAS,DOMICILIO,"60 - 69",F,47
SP,OUTRAS,DOMICILIO,"60 - 69",M,94
SP,OUTRAS,HOSPITAL,"60 - 69",F,137
SP,OUTRAS,HOSPITAL,"60 - 69",I,1
SP,OUTRAS,HOSPITAL,"60 - 69",M,221
SP,OUTRAS,IGNORADO,"60 - 69",I,1
SP,OUTRAS,IGNORADO,"60 - 69",M,1
SP,OUTRAS,OUTRO,"60 - 69",F,8
SP,OUTRAS,OUTRO,"60 - 69",M,12
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,11
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,23
SP,OUTRAS,POSTO_SAUDE,"60 - 69",F,1
SP,OUTRAS,POSTO_SAUDE,"60 - 69",M,2
SP,OUTRAS,VIA_PUBLICA,"60 - 69",M,5
SP,COVID,DOMICILIO,"60 - 69",M,2
SP,COVID,HOSPITAL,"60 - 69",F,136
SP,COVID,HOSPITAL,"60 - 69",M,197
SP,COVID,IGNORADO,"60 - 69",F,2
SP,COVID,OUTRO,"60 - 69",F,2
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
SP,INDETERMINADA,DOMICILIO,"60 - 69",F,2
SP,INDETERMINADA,DOMICILIO,"60 - 69",M,1
SP,INDETERMINADA,HOSPITAL,"60 - 69",M,1
SP,INDETERMINADA,OUTRO,"60 - 69",M,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,2
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,1
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,31
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,41
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,2
